Cust_ID,Recency,Frequency,monetary,RScore,FM_score,rfm_segment
15694,1,0.0349,4720,5,4,Champions
15695,267,2,377,1,4,Cant Lose Them
15696,34,0.0272,2289,3,4,Loyal Customers
15699,18,1,206,4,3,Potential Loyalists
15700,173,1,647,2,4,At Risk
15701,3,0.0367,1213,5,4,Champions
15703,265,1,216,1,3,At Risk
15704,141,0.0526,1973,2,4,At Risk
15705,202,1,130,1,3,At Risk
15706,65,0.0566,780,3,3,Potential Loyalists
15707,36,0.0769,810,3,3,Potential Loyalists
15708,41,0.0212,2902,3,4,Loyal Customers
15709,284,1,159,1,3,At Risk
15712,10,0.0179,1042,5,3,Loyal Customers
15713,144,0.0089,267,2,2,Customers Needing Attention
15714,12,0.0299,237,5,2,Potential Loyalists
15716,146,0.0178,1161,2,3,Customers Needing Attention
15717,235,1,158,1,3,At Risk
15719,33,0.0425,4960,4,4,Loyal Customers
15720,25,1,466,4,4,Loyal Customers
15721,12,1,480,5,4,Champions
15722,36,0.0195,1977,3,4,Loyal Customers
15723,365,1,186,1,3,At Risk
15724,202,0.0238,220,1,2,Hibernating
15725,16,1,427,4,4,Loyal Customers
15727,17,0.0203,4363,4,4,Loyal Customers
15729,213,1,84,1,3,At Risk
15730,66,0.0211,998,3,3,Potential Loyalists
15732,213,0.0124,288,1,2,Hibernating
15733,283,1,130,1,3,At Risk
15734,115,0.023,1003,2,3,Customers Needing Attention
15737,15,0.0306,1029,4,4,Loyal Customers
15738,19,0.0451,5066,4,4,Loyal Customers
15739,67,1,536,3,4,Loyal Customers
15740,50,1,110,3,3,Potential Loyalists
15743,17,0.0237,699,4,3,Potential Loyalists
15744,78,1,0,2,3,Customers Needing Attention
15745,20,0.0183,945,4,3,Potential Loyalists
15746,135,1,179,2,3,Customers Needing Attention
15747,13,0.0186,851,5,3,Loyal Customers
15748,41,1,132,3,3,Potential Loyalists
15749,236,0.0306,45316,1,4,Cant Lose Them
15750,3,0.0219,2100,5,4,Champions
15752,40,0.021,2476,3,4,Loyal Customers
15753,305,1,144,1,3,At Risk
15754,52,0.0153,462,3,2,Customers Needing Attention
15755,11,0.0211,2067,5,4,Champions
15756,62,0.0212,493,3,3,Potential Loyalists
15757,66,0.0131,621,3,2,Customers Needing Attention
15758,25,1,206,4,3,Potential Loyalists
15759,297,0.0317,76,1,2,Hibernating
15762,66,0.1538,511,3,4,Loyal Customers
15763,32,0.0426,701,4,3,Potential Loyalists
15764,89,0.0317,2779,2,4,At Risk
15766,65,1,300,3,3,Potential Loyalists
15768,116,0.027,335,2,2,Customers Needing Attention
15769,8,0.0712,63232,5,4,Champions
15773,6,1,574,5,4,Champions
15774,69,1,194,3,3,Potential Loyalists
15775,246,1,78,1,3,At Risk
15776,134,1,201,2,3,Customers Needing Attention
15777,242,0.0331,999,1,4,Cant Lose Them
15780,184,0.0171,497,1,2,Hibernating
15781,26,0.0107,272,4,2,Potential Loyalists
15782,10,0.037,2034,5,4,Champions
15783,11,1,258,5,3,Loyal Customers
15785,33,0.0189,1927,4,4,Loyal Customers
15786,47,0.0435,4156,3,4,Loyal Customers
15787,27,0.0833,777,4,3,Potential Loyalists
15789,359,1,298,1,3,At Risk
15790,11,1,176,5,3,Loyal Customers
15791,44,0.0123,1433,3,3,Potential Loyalists
15793,15,0.0118,1056,4,3,Potential Loyalists
15795,150,1,388,2,3,Customers Needing Attention
15796,2,0.0265,2333,5,4,Champions
15797,114,0.0156,2368,2,3,Customers Needing Attention
15799,76,0.0115,671,2,2,Customers Needing Attention
15800,108,0.0143,610,2,2,Customers Needing Attention
15801,47,0.0469,998,3,4,Loyal Customers
15803,52,1,412,3,4,Loyal Customers
15804,1,0.0653,3330,5,4,Champions
15805,24,0.0497,5304,4,4,Loyal Customers
15806,47,0.013,702,3,2,Customers Needing Attention
15807,51,0.1071,894,3,4,Loyal Customers
15808,307,0.0625,3315,1,4,Cant Lose Them
15809,37,0.0187,416,3,3,Potential Loyalists
15810,79,0.0183,1409,2,3,Customers Needing Attention
15811,23,0.0174,2046,4,3,Potential Loyalists
15812,108,0.0237,1524,2,3,Customers Needing Attention
15813,208,0.0606,982,1,4,Cant Lose Them
15814,17,0.1143,1797,4,4,Loyal Customers
15815,64,0.0254,1958,3,4,Loyal Customers
15819,50,0.0175,1835,3,3,Potential Loyalists
15820,320,1,191,1,3,At Risk
15821,45,0.1111,457,3,4,Loyal Customers
15822,4,0.0056,851,5,3,Loyal Customers
15825,173,1,212,2,3,Customers Needing Attention
15826,57,0.0194,1567,3,3,Potential Loyalists
15827,74,0.0467,1660,2,4,At Risk
15829,100,0.0476,464,2,3,Customers Needing Attention
15830,38,1,450,3,4,Loyal Customers
15831,59,0.0112,489,3,2,Customers Needing Attention
15832,255,1,829,1,4,Cant Lose Them
15834,71,0.0144,1733,3,3,Potential Loyalists
15835,45,0.0139,809,3,2,Customers Needing Attention
15836,51,1,53,3,3,Potential Loyalists
15837,65,1,302,3,3,Potential Loyalists
15838,12,0.0532,35776,5,4,Champions
15839,34,0.0259,1115,3,3,Potential Loyalists
15840,59,0.0174,284,3,2,Customers Needing Attention
15841,73,0.015,1140,2,3,Customers Needing Attention
15843,304,1,81,1,3,At Risk
15844,47,1,120,3,3,Potential Loyalists
15845,18,0.0249,3490,4,4,Loyal Customers
15847,39,0.008,314,3,2,Customers Needing Attention
15850,20,0.0133,161,4,1,Promising
15852,187,0.1667,118,1,3,At Risk
15853,52,1,77,3,3,Potential Loyalists
15854,5,0.0335,2932,5,4,Champions
15855,137,0.0391,686,2,3,Customers Needing Attention
15856,5,0.0746,15128,5,4,Champions
15857,19,1,372,4,3,Potential Loyalists
15858,16,0.0142,972,4,3,Potential Loyalists
15860,41,0.0243,758,3,3,Potential Loyalists
15861,13,0.0273,2978,5,4,Champions
15862,9,0.0109,752,5,2,Potential Loyalists
15863,26,0.0119,49,4,1,Promising
15864,23,0.0203,1792,4,3,Potential Loyalists
15865,41,0.0172,482,3,2,Customers Needing Attention
15866,102,1,157,2,3,Customers Needing Attention
15867,6,0.0411,3135,5,4,Champions
15869,278,2,108,1,3,At Risk
15870,33,1,268,4,3,Potential Loyalists
15872,15,2,294,4,4,Loyal Customers
15874,64,0.0315,3351,3,4,Loyal Customers
15877,2,0.1176,397,5,3,Loyal Customers
15880,370,1,299,1,3,At Risk
15881,313,0.0943,493,1,3,At Risk
15882,199,0.0234,498,1,3,At Risk
15883,3,0.0625,325,5,3,Loyal Customers
15885,94,1,272,2,3,Customers Needing Attention
15886,61,1,144,3,3,Potential Loyalists
15888,81,1,88,2,3,Customers Needing Attention
15889,157,0.0093,371,2,2,Customers Needing Attention
15891,227,1,416,1,4,Cant Lose Them
15894,254,0.0171,233,1,2,Hibernating
15895,150,1,164,2,3,Customers Needing Attention
15897,195,2,218,1,4,Cant Lose Them
15898,2,0.0136,1334,5,3,Loyal Customers
15899,369,1,32,1,3,At Risk
15900,24,1,344,4,3,Potential Loyalists
15901,17,0.0216,262,4,2,Potential Loyalists
15903,10,0.0244,4636,5,4,Champions
15904,9,1,145,5,3,Loyal Customers
15906,20,0.0295,1328,4,3,Potential Loyalists
15907,4,0.0144,870,5,3,Loyal Customers
15909,174,1,222,2,3,Customers Needing Attention
15910,1,0.0252,1097,5,3,Loyal Customers
15912,179,0.0357,10261,1,4,Cant Lose Them
15916,17,0.0199,1067,4,3,Potential Loyalists
15917,248,1,64,1,3,At Risk
15918,191,0.0244,373,1,2,Hibernating
15919,20,0.0057,483,4,2,Potential Loyalists
15920,155,4,159,2,3,Customers Needing Attention
15921,173,1,312,2,3,Customers Needing Attention
15922,374,1,342,1,3,At Risk
15923,373,1,117,1,3,At Risk
15925,195,1,178,1,3,At Risk
15930,68,1,439,3,4,Loyal Customers
15932,5,0.028,2285,5,4,Champions
15933,22,0.0455,1058,4,4,Loyal Customers
15935,240,1,52,1,3,At Risk
15937,65,1,161,3,3,Potential Loyalists
15938,113,0.0236,360,2,2,Customers Needing Attention
15939,90,0.0576,5832,2,4,At Risk
15942,134,1,258,2,3,Customers Needing Attention
15944,277,1,154,1,3,At Risk
15945,366,1,196,1,3,At Risk
15947,83,1,1636,2,4,At Risk
15948,9,0.0556,923,5,4,Champions
15949,17,0.0357,324,4,3,Potential Loyalists
15950,32,0.0122,1653,4,3,Potential Loyalists
15951,9,0.0072,613,5,2,Potential Loyalists
15952,34,0.0207,673,3,3,Potential Loyalists
15953,16,0.0225,1736,4,3,Potential Loyalists
15955,25,0.0401,4286,4,4,Loyal Customers
15957,32,1,377,4,3,Potential Loyalists
15958,75,1,106,2,3,Customers Needing Attention
15963,20,0.0741,442,4,3,Potential Loyalists
15965,18,0.0114,797,4,2,Potential Loyalists
15967,24,0.0068,409,4,2,Potential Loyalists
15969,3,0.0163,312,5,2,Potential Loyalists
15970,304,1,328,1,3,At Risk
15971,18,0.0407,4083,4,4,Loyal Customers
15973,367,1,100,1,3,At Risk
15974,40,0.028,2948,3,4,Loyal Customers
15975,85,1,345,2,3,Customers Needing Attention
15976,166,0.0357,391,2,3,Customers Needing Attention
15977,18,0.087,639,4,3,Potential Loyalists
15978,78,1,1070,2,4,At Risk
15980,89,0.018,2168,2,4,At Risk
15981,25,0.0278,3704,4,4,Loyal Customers
15983,23,0.0114,1364,4,3,Potential Loyalists
15984,3,0.0272,2534,5,4,Champions
15985,124,0.0175,1066,2,3,Customers Needing Attention
15986,31,1,120,4,3,Potential Loyalists
15987,13,0.0196,868,5,3,Loyal Customers
15988,20,1,108,4,3,Potential Loyalists
15990,45,0.0082,719,3,2,Customers Needing Attention
15992,4,1,32,5,3,Loyal Customers
15993,9,0.1892,2118,5,5,Champions
15994,55,1,395,3,3,Potential Loyalists
15996,89,0.0215,949,2,3,Customers Needing Attention
15998,37,0.0153,2709,3,3,Potential Loyalists
16000,3,2,9920,5,5,Champions
16003,30,0.0151,1699,4,3,Potential Loyalists
16005,13,0.0154,569,5,2,Potential Loyalists
16006,212,1,95,1,3,At Risk
16007,48,0.0237,1527,3,3,Potential Loyalists
16008,24,0.0165,454,4,2,Potential Loyalists
16009,23,0.029,715,4,3,Potential Loyalists
16010,246,0.0254,418,1,3,At Risk
16011,9,0.0446,3220,5,4,Champions
16012,36,0.0248,1074,3,3,Potential Loyalists
16013,4,0.1274,36642,5,5,Champions
16014,38,0.0118,603,3,2,Customers Needing Attention
16015,4,0.0638,615,5,3,Loyal Customers
16016,4,0.022,1395,5,3,Loyal Customers
16017,48,1,169,3,3,Potential Loyalists
16018,40,0.0141,328,3,2,Customers Needing Attention
16019,47,0.0282,2984,3,4,Loyal Customers
16020,17,0.06,831,4,4,Loyal Customers
16022,261,1,542,1,4,Cant Lose Them
16023,47,0.0136,531,3,2,Customers Needing Attention
16024,13,1,221,5,3,Loyal Customers
16025,30,1,450,4,4,Loyal Customers
16026,44,1,266,3,3,Potential Loyalists
16027,92,0.0283,1192,2,3,Customers Needing Attention
16029,39,0.1845,74391,3,5,Loyal Customers
16030,310,1,315,1,3,At Risk
16031,93,0.0128,370,2,2,Customers Needing Attention
16033,6,0.0548,7398,5,4,Champions
16034,197,0.0219,469,1,3,At Risk
16036,88,0.0113,639,2,2,Customers Needing Attention
16037,270,0.0333,688,1,3,At Risk
16038,8,0.0154,439,5,2,Potential Loyalists
16040,66,0.0147,1101,3,3,Potential Loyalists
16041,31,0.0268,2440,4,4,Loyal Customers
16042,23,0.0161,1081,4,3,Potential Loyalists
16043,38,0.0142,665,3,2,Customers Needing Attention
16045,120,0.0233,1020,2,3,Customers Needing Attention
16048,374,2,228,1,4,Cant Lose Them
16049,41,0.0833,941,3,4,Loyal Customers
16050,174,1,84,2,3,Customers Needing Attention
16052,55,1,273,3,3,Potential Loyalists
16053,33,0.022,1097,4,3,Potential Loyalists
16054,146,1,620,2,4,At Risk
16055,221,1,94,1,3,At Risk
16056,46,1,524,3,4,Loyal Customers
16057,17,0.026,2030,4,4,Loyal Customers
16059,66,0.0198,1362,3,3,Potential Loyalists
16062,10,0.0112,666,5,2,Potential Loyalists
16063,261,1,288,1,3,At Risk
16065,366,1,381,1,3,At Risk
16066,17,0.0459,1360,4,4,Loyal Customers
16070,23,0.1818,805,4,4,Loyal Customers
16071,45,1,307,3,3,Potential Loyalists
16072,289,1,133,1,3,At Risk
16073,298,1,144,1,3,At Risk
16076,4,0.0485,2303,5,4,Champions
16078,284,1,80,1,3,At Risk
16079,17,0.12,1454,4,4,Loyal Customers
16080,82,0.0103,220,2,2,Customers Needing Attention
16081,57,0.0161,2586,3,3,Potential Loyalists
16083,101,0.0077,1278,2,3,Customers Needing Attention
16084,300,1,412,1,4,Cant Lose Them
16085,24,0.0168,825,4,3,Potential Loyalists
16086,60,0.0162,1028,3,3,Potential Loyalists
16091,155,0.0444,320,2,3,Customers Needing Attention
16092,115,0.0213,712,2,3,Customers Needing Attention
16093,107,1,20,2,3,Customers Needing Attention
16094,12,0.0191,991,5,3,Loyal Customers
16096,265,1,114,1,3,At Risk
16097,241,1,96,1,3,At Risk
16098,88,0.0244,1481,2,3,Customers Needing Attention
16099,51,0.017,726,3,2,Customers Needing Attention
16101,71,1,1278,3,4,Loyal Customers
16102,43,0.0345,1700,3,4,Loyal Customers
16103,8,0.0264,1328,5,3,Loyal Customers
16104,62,1,237,3,3,Potential Loyalists
16105,249,1,268,1,3,At Risk
16106,66,1,108,3,3,Potential Loyalists
16107,18,0.0419,3110,4,4,Loyal Customers
16108,85,1,774,2,4,At Risk
16109,219,0.022,372,1,2,Hibernating
16110,46,0.0112,1229,3,3,Potential Loyalists
16112,144,0.0204,94,2,2,Customers Needing Attention
16113,184,1,118,1,3,At Risk
16114,171,1,137,2,3,Customers Needing Attention
16115,10,0.0282,1521,5,3,Loyal Customers
16116,212,1,487,1,4,Cant Lose Them
16117,190,1,188,1,3,At Risk
16119,9,0.0308,428,5,3,Loyal Customers
16120,60,4,1316,3,5,Loyal Customers
16121,58,0.0126,793,3,2,Customers Needing Attention
16122,74,0.0136,504,2,2,Customers Needing Attention
16123,52,1,288,3,3,Potential Loyalists
16124,318,1,110,1,3,At Risk
16125,368,1,274,1,3,At Risk
16126,30,0.0149,5927,4,3,Potential Loyalists
16127,40,1,679,3,4,Loyal Customers
16128,18,0.0188,1763,4,3,Potential Loyalists
16131,52,0.0265,3204,3,4,Loyal Customers
16133,4,0.1044,12753,5,5,Champions
16134,22,0.0059,637,4,2,Potential Loyalists
16135,263,1,354,1,3,At Risk
16136,60,0.0137,628,3,2,Customers Needing Attention
16139,19,0.0159,657,4,2,Potential Loyalists
16140,66,0.0065,814,3,2,Customers Needing Attention
16141,89,1,499,2,4,At Risk
16142,250,1,392,1,3,At Risk
16143,4,0.0163,2075,5,3,Loyal Customers
16145,9,0.0313,3535,5,4,Champions
16146,158,0.0395,754,2,3,Customers Needing Attention
16147,134,1,236,2,3,Customers Needing Attention
16148,297,1,72,1,3,At Risk
16149,5,0.0144,240,5,2,Potential Loyalists
16150,43,0.0151,1866,3,3,Potential Loyalists
16152,269,1,1356,1,4,Cant Lose Them
16153,50,0.0163,1695,3,3,Potential Loyalists
16156,9,0.0297,2871,5,4,Champions
16157,16,0.0517,745,4,3,Potential Loyalists
16159,282,1,320,1,3,At Risk
16160,66,0.0952,778,3,3,Potential Loyalists
16161,2,0.0516,5058,5,4,Champions
16162,253,1,12,1,3,At Risk
16163,233,0.0149,642,1,2,Hibernating
16164,18,0.1154,776,4,4,Loyal Customers
16168,11,0.075,3680,5,4,Champions
16169,9,0.0588,1576,5,4,Champions
16170,51,0.0302,1712,3,3,Potential Loyalists
16171,60,1,72,3,3,Potential Loyalists
16172,96,0.034,1161,2,4,At Risk
16173,16,0.0714,1301,4,4,Loyal Customers
16174,127,0.1154,736,2,4,At Risk
16175,95,0.0272,933,2,3,Customers Needing Attention
16177,51,1,207,3,3,Potential Loyalists
16178,139,1,142,2,3,Customers Needing Attention
16179,61,1,161,3,3,Potential Loyalists
16180,101,0.0523,11232,2,4,At Risk
16181,74,1,306,2,3,Customers Needing Attention
16182,73,0.0179,7532,2,4,At Risk
16183,68,1,324,3,3,Potential Loyalists
16184,65,0.0405,1176,3,4,Loyal Customers
16185,17,0.0092,478,4,2,Potential Loyalists
16186,23,0.0342,4076,4,4,Loyal Customers
16187,32,0.0591,6558,4,4,Loyal Customers
16188,45,0.0201,851,3,3,Potential Loyalists
16189,16,0.0282,150,4,2,Potential Loyalists
16190,41,1,149,3,3,Potential Loyalists
16191,3,0.0362,5026,5,4,Champions
16193,237,1,267,1,3,At Risk
16198,76,1,344,2,3,Customers Needing Attention
16200,5,0.0124,993,5,3,Loyal Customers
16201,4,0.0374,1862,5,4,Champions
16202,361,1,300,1,3,At Risk
16203,59,0.0127,578,3,2,Customers Needing Attention
16204,24,1,396,4,3,Potential Loyalists
16205,31,0.0267,690,4,3,Potential Loyalists
16206,55,0.0146,516,3,2,Customers Needing Attention
16207,26,1,320,4,3,Potential Loyalists
16208,45,0.0081,504,3,2,Customers Needing Attention
16209,89,0.0314,2117,2,4,At Risk
16210,2,0.0456,18540,5,4,Champions
16211,89,1,330,2,3,Customers Needing Attention
16212,20,0.0075,632,4,2,Potential Loyalists
16213,79,1,90,2,3,Customers Needing Attention
16214,171,0.03,835,2,3,Customers Needing Attention
16215,81,1,218,2,3,Customers Needing Attention
16216,268,1,618,1,4,Cant Lose Them
16217,236,0.0417,294,1,3,At Risk
16218,30,0.0203,3268,4,4,Loyal Customers
16221,37,0.009,670,3,2,Customers Needing Attention
16222,319,1,676,1,4,Cant Lose Them
16224,58,0.0207,1075,3,3,Potential Loyalists
16225,45,0.0214,1095,3,3,Potential Loyalists
16226,204,0.0909,216,1,3,At Risk
16227,226,1,318,1,3,At Risk
16229,88,0.0159,950,2,3,Customers Needing Attention
16230,190,0.0625,551,1,3,At Risk
16232,44,0.0231,992,3,3,Potential Loyalists
16233,72,0.0077,408,3,2,Customers Needing Attention
16235,41,0.0137,689,3,2,Customers Needing Attention
16236,79,1,438,2,4,At Risk
16239,57,0.0149,384,3,2,Customers Needing Attention
16240,25,0.037,2751,4,4,Loyal Customers
16241,10,0.036,2405,5,4,Champions
16242,9,0.0259,3620,5,4,Champions
16243,34,0.0909,239,3,3,Potential Loyalists
16244,212,0.0123,1536,1,3,At Risk
16245,24,0.0128,1242,4,3,Potential Loyalists
16247,171,1,52,2,3,Customers Needing Attention
16248,62,1,150,3,3,Potential Loyalists
16249,53,0.0266,1558,3,3,Potential Loyalists
16250,262,0.0177,411,1,2,Hibernating
16253,67,0.0105,3358,3,3,Potential Loyalists
16255,17,0.0229,2227,4,4,Loyal Customers
16256,267,1,937,1,4,Cant Lose Them
16258,46,0.0286,4514,3,4,Loyal Customers
16260,51,1,845,3,4,Loyal Customers
16261,18,0.0174,637,4,2,Potential Loyalists
16265,10,0.0253,4491,5,4,Champions
16266,74,0.0522,713,2,3,Customers Needing Attention
16268,72,2,464,3,4,Loyal Customers
16270,354,1,789,1,4,Cant Lose Them
16271,16,0.0116,1416,4,3,Potential Loyalists
16272,117,1,386,2,3,Customers Needing Attention
16274,374,1,196,1,3,At Risk
16275,197,1,446,1,4,Cant Lose Them
16276,177,1,828,2,4,At Risk
16278,101,1,253,2,3,Customers Needing Attention
16279,22,0.0192,1429,4,3,Potential Loyalists
16281,73,1,2128,2,5,At Risk
16282,340,1,185,1,3,At Risk
16283,6,0.0245,1418,5,3,Loyal Customers
16284,32,0.1,762,4,4,Loyal Customers
16287,170,1,126,2,3,Customers Needing Attention
16292,122,1,280,2,3,Customers Needing Attention
16293,22,0.0288,1869,4,4,Loyal Customers
16295,10,0.0714,1135,5,4,Champions
16297,269,1,254,1,3,At Risk
16298,23,0.0182,540,4,3,Potential Loyalists
16302,127,1,232,2,3,Customers Needing Attention
16303,26,0.0097,5366,4,3,Potential Loyalists
16305,139,1,374,2,3,Customers Needing Attention
16306,214,0.0387,580,1,3,At Risk
16308,38,0.0178,0,3,2,Customers Needing Attention
16309,107,0.0148,613,2,2,Customers Needing Attention
16311,18,0.0606,571,4,3,Potential Loyalists
16313,4,0.0426,254,5,3,Loyal Customers
16315,331,1,145,1,3,At Risk
16316,65,0.0237,1776,3,3,Potential Loyalists
16317,120,0.0168,1069,2,3,Customers Needing Attention
16318,36,1,362,3,3,Potential Loyalists
16319,218,1,408,1,3,At Risk
16320,173,0.0476,840,2,4,At Risk
16321,73,0.0198,366,2,2,Customers Needing Attention
16322,2,0.0556,300,5,3,Loyal Customers
16323,197,1,200,1,3,At Risk
16324,129,0.06,376,2,3,Customers Needing Attention
16325,47,0.015,594,3,2,Customers Needing Attention
16326,6,0.0424,2872,5,4,Champions
16327,15,0.0169,3886,4,3,Potential Loyalists
16330,18,0.0313,225,4,3,Potential Loyalists
16332,29,0.0252,1429,4,3,Potential Loyalists
16333,8,0.0726,22944,5,4,Champions
16337,37,1,137,3,3,Potential Loyalists
16338,158,1,211,2,3,Customers Needing Attention
16339,285,1,109,1,3,At Risk
16340,108,1,437,2,4,At Risk
16341,25,0.0225,1881,4,4,Loyal Customers
16342,76,0.0381,264,2,3,Customers Needing Attention
16343,17,2,306,4,4,Loyal Customers
16344,159,1,96,2,3,Customers Needing Attention
16345,45,1,404,3,3,Potential Loyalists
16347,12,0.0769,794,5,3,Loyal Customers
16348,33,0.0335,1165,4,4,Loyal Customers
16349,291,1,12,1,3,At Risk
16350,22,0.0128,1035,4,3,Potential Loyalists
16351,333,1,168,1,3,At Risk
16352,18,0.0952,502,4,3,Potential Loyalists
16353,4,0.0627,6577,5,4,Champions
16354,64,0.1818,385,3,3,Potential Loyalists
16356,198,0.037,196,1,2,Hibernating
16357,34,0.0166,582,3,2,Customers Needing Attention
16358,2,0.0217,2020,5,4,Champions
16359,8,0.0277,1040,5,3,Loyal Customers
16360,5,0.0706,3151,5,4,Champions
16361,10,0.0635,695,5,3,Loyal Customers
16362,33,0.0833,684,4,3,Potential Loyalists
16363,54,1,72,3,3,Potential Loyalists
16364,12,0.0157,513,5,2,Potential Loyalists
16365,18,0.0228,1350,4,3,Potential Loyalists
16366,19,1,222,4,3,Potential Loyalists
16367,38,0.0061,679,3,2,Customers Needing Attention
16368,3,0.0741,444,5,3,Loyal Customers
16369,19,0.0168,1543,4,3,Potential Loyalists
16370,83,0.0278,1095,2,3,Customers Needing Attention
16372,34,2,318,3,4,Loyal Customers
16374,67,0.0102,409,3,2,Customers Needing Attention
16376,9,0.2,869,5,4,Champions
16377,268,1,720,1,4,Cant Lose Them
16378,248,0.0469,364,1,3,At Risk
16379,5,0.0533,2178,5,4,Champions
16380,62,1,1528,3,4,Loyal Customers
16383,75,0.0103,650,2,2,Customers Needing Attention
16384,90,0.0114,504,2,2,Customers Needing Attention
16385,61,0.0098,487,3,2,Customers Needing Attention
16386,29,0.0088,305,4,2,Potential Loyalists
16387,323,1,100,1,3,At Risk
16389,54,0.0173,1151,3,3,Potential Loyalists
16392,270,1,198,1,3,At Risk
16393,3,0.0353,3001,5,4,Champions
16394,57,0.0214,923,3,3,Potential Loyalists
16395,61,0.0185,1256,3,3,Potential Loyalists
16398,155,0.02,1244,2,3,Customers Needing Attention
16399,20,0.0092,340,4,2,Potential Loyalists
16400,95,1,275,2,3,Customers Needing Attention
16401,2,0.0367,4664,5,4,Champions
16402,265,0.0189,235,1,2,Hibernating
16403,313,1,188,1,3,At Risk
16404,71,1,309,3,3,Potential Loyalists
16405,303,0.2222,239,1,3,At Risk
16406,19,1,159,4,3,Potential Loyalists
16407,13,0.0332,1811,5,4,Champions
16409,37,0.0177,1903,3,4,Loyal Customers
16411,20,0.0057,217,4,2,Potential Loyalists
16412,54,1,155,3,3,Potential Loyalists
16413,57,1,266,3,3,Potential Loyalists
16414,22,0.0077,92,4,1,Promising
16415,45,1,171,3,3,Potential Loyalists
16416,27,0.0968,885,4,4,Loyal Customers
16418,45,0.0164,529,3,2,Customers Needing Attention
16419,113,0.03,670,2,3,Customers Needing Attention
16422,18,0.1445,34973,4,5,Champions
16423,25,1,334,4,3,Potential Loyalists
16424,192,1,140,1,3,At Risk
16425,303,1,260,1,3,At Risk
16426,3,0.0364,1659,5,4,Champions
16427,264,0.0909,230,1,3,At Risk
16429,107,1,5,2,3,Customers Needing Attention
16430,58,1,303,3,3,Potential Loyalists
16431,214,0.0353,649,1,3,At Risk
16432,65,1,352,3,3,Potential Loyalists
16433,29,1,187,4,3,Potential Loyalists
16434,30,0.0258,1167,4,3,Potential Loyalists
16438,6,0.0641,718,5,3,Loyal Customers
16440,8,0.024,3469,5,4,Champions
16441,68,0.0089,376,3,2,Customers Needing Attention
16442,2,0.0083,544,5,2,Potential Loyalists
16444,47,0.0183,598,3,3,Potential Loyalists
16445,34,1,218,3,3,Potential Loyalists
16446,206,1,3,1,3,At Risk
16447,136,1,178,2,3,Customers Needing Attention
16448,199,1,150,1,3,At Risk
16449,198,0.0238,556,1,3,At Risk
16450,150,1,336,2,3,Customers Needing Attention
16451,88,1,259,2,3,Customers Needing Attention
16454,45,0.0952,7,3,2,Customers Needing Attention
16455,64,0.0227,1796,3,3,Potential Loyalists
16456,100,0.0182,2129,2,4,At Risk
16457,219,1,242,1,3,At Risk
16458,3,0.0501,3562,5,4,Champions
16460,29,0.0556,818,4,3,Potential Loyalists
16461,178,1,74,2,3,Customers Needing Attention
16463,22,0.0217,1388,4,3,Potential Loyalists
16464,20,0.0242,1119,4,3,Potential Loyalists
16466,34,0.0269,1508,3,3,Potential Loyalists
16468,75,1,60,2,3,Customers Needing Attention
16469,24,0.0179,605,4,3,Potential Loyalists
16470,52,0.013,710,3,2,Customers Needing Attention
16471,275,1,228,1,3,At Risk
16473,165,0.0173,282,2,2,Customers Needing Attention
16474,8,0.0504,1778,5,4,Champions
16475,144,0.0229,510,2,3,Customers Needing Attention
16477,64,0.0227,2588,3,4,Loyal Customers
16478,26,0.0732,290,4,3,Potential Loyalists
16479,11,2,272,5,4,Champions
16480,76,1,582,2,4,At Risk
16482,16,1,144,4,3,Potential Loyalists
16483,193,1,97,1,3,At Risk
16484,174,0.1111,388,2,3,Customers Needing Attention
16485,78,1,276,2,3,Customers Needing Attention
16488,34,0.0259,324,3,2,Customers Needing Attention
16491,47,1,635,3,4,Loyal Customers
16493,80,0.0159,1348,2,3,Customers Needing Attention
16494,297,1,847,1,4,Cant Lose Them
16495,4,0.0073,517,5,2,Potential Loyalists
16496,9,0.0097,1270,5,3,Loyal Customers
16497,50,0.0211,2463,3,4,Loyal Customers
16498,162,1,98,2,3,Customers Needing Attention
16499,361,0.4,287,1,3,At Risk
16500,5,0.1515,240,5,3,Loyal Customers
16503,107,0.0157,1289,2,3,Customers Needing Attention
16504,26,1,452,4,4,Loyal Customers
16505,32,1,720,4,4,Loyal Customers
16506,20,0.0909,96,4,2,Potential Loyalists
16509,297,1,170,1,3,At Risk
16510,373,1,177,1,3,At Risk
16511,22,0.0122,846,4,3,Potential Loyalists
16513,5,0.1,847,5,4,Champions
16515,53,0.0192,1548,3,3,Potential Loyalists
16516,31,1,92,4,3,Potential Loyalists
16517,278,1,165,1,3,At Risk
16518,62,0.0089,424,3,2,Customers Needing Attention
16519,26,0.0059,70,4,1,Promising
16520,187,0.0167,994,1,3,At Risk
16523,2,0.0635,8491,5,4,Champions
16525,3,0.0712,12667,5,4,Champions
16526,172,1,254,2,3,Customers Needing Attention
16527,82,1,226,2,3,Customers Needing Attention
16528,4,1,198,5,3,Loyal Customers
16529,191,1,440,1,4,Cant Lose Them
16531,23,0.0206,1051,4,3,Potential Loyalists
16532,18,0.0093,7296,4,3,Potential Loyalists
16533,20,0.06,1004,4,4,Loyal Customers
16535,6,1,383,5,3,Loyal Customers
16536,111,1,349,2,3,Customers Needing Attention
16539,3,0.0108,1435,5,3,Loyal Customers
